seed,variant,drop_rate,dpr_pct,sync_pct,delivery_pct,delivered_bytes,energy_kj,tokens_generated,ips_score,llm_fallbacks,injections_generated,injections_rejected,gate_pass_rate,drift_failures
47,A1: No Link Memory,0.1,99.66,77.53,89.82,27640324,1382.767,75060,0.9933,2502,0,0,0.9692,77
47,A1: No Link Memory,0.2,99.66,71.45,84.11,22169067,1109.204,75060,0.9933,2502,0,0,0.9692,77
47,A1: No Link Memory,0.3,99.71,64.94,77.67,18036207,902.561,75060,0.9933,2502,0,0,0.9692,77
47,A1: No Link Memory,0.4,99.64,61.69,73.54,16039598,802.731,75060,0.9933,2502,0,0,0.9692,77
47,A1: No Link Memory,0.5,99.66,53.35,66.24,12682523,634.877,75060,0.9933,2502,0,0,0.9692,77
47,A1: No Link Memory,0.6,99.66,49.09,61.71,10935432,547.522,75060,0.9933,2502,0,0,0.9692,77
47,A1: No Link Memory,0.7,99.62,42.08,55.73,8691843,435.343,75060,0.9933,2502,0,0,0.9692,77
47,A1: No Link Memory,0.8,99.63,36.29,50.85,7095574,355.529,75060,0.9933,2502,0,0,0.9692,77
47,A2: No Compression,0.0,100.0,83.49,95.99,63471267,3173.563,0,1.0,0,0,0,1.0,0
47,A2: No Compression,0.1,100.0,74.94,86.06,47392923,2369.646,0,1.0,0,0,0,1.0,0
47,A2: No Compression,0.2,100.0,66.06,76.84,34977472,1748.874,0,1.0,0,0,0,1.0,0
47,A2: No Compression,0.3,100.0,52.01,65.29,23477637,1173.882,0,1.0,0,0,0,1.0,0
47,A2: No Compression,0.4,100.0,40.77,55.34,16171424,808.571,0,1.0,0,0,0,1.0,0
47,A2: No Compression,0.5,100.0,31.61,46.48,11133566,556.678,0,1.0,0,0,0,1.0,0
47,A2: No Compression,0.6,100.0,22.4,37.57,6927048,346.352,0,1.0,0,0,0,1.0,0
47,A2: No Compression,0.7,100.0,13.1,27.34,3469106,173.455,0,1.0,0,0,0,1.0,0
47,A2: No Compression,0.8,100.0,7.55,18.84,1609925,80.496,0,1.0,0,0,0,1.0,0
47,A3: No Relay Routing,0.0,99.7,81.52,95.5,32824659,1641.984,75060,0.9933,2502,0,0,0.9692,77
47,A3: No Relay Routing,0.1,99.66,77.53,89.82,27640324,1382.767,75060,0.9933,2502,0,0,0.9692,77
47,A3: No Relay Routing,0.2,99.66,71.45,84.11,22169067,1109.204,75060,0.9933,2502,0,0,0.9692,77
47,A3: No Relay Routing,0.3,99.71,64.94,77.67,18036207,902.561,75060,0.9933,2502,0,0,0.9692,77
47,A3: No Relay Routing,0.4,99.64,61.69,73.54,16039598,802.731,75060,0.9933,2502,0,0,0.9692,77
47,A3: No Relay Routing,0.5,99.66,53.35,66.24,12682523,634.877,75060,0.9933,2502,0,0,0.9692,77
47,A3: No Relay Routing,0.6,99.66,49.09,61.71,10935432,547.522,75060,0.9933,2502,0,0,0.9692,77
47,A3: No Relay Routing,0.7,99.62,42.08,55.73,8691843,435.343,75060,0.9933,2502,0,0,0.9692,77
47,A3: No Relay Routing,0.8,99.63,36.29,50.85,7095574,355.529,75060,0.9933,2502,0,0,0.9692,77
47,A4: No Verification Gate,0.0,99.67,83.49,95.99,34699891,1735.745,75060,1.0,2502,0,0,1.0,0
47,A4: No Verification Gate,0.1,99.65,78.49,90.42,28903008,1445.901,75060,1.0,2502,0,0,1.0,0
47,A4: No Verification Gate,0.2,99.72,70.34,83.75,22436150,1122.558,75060,1.0,2502,0,0,1.0,0
47,A4: No Verification Gate,0.3,99.6,67.53,79.1,19590772,980.289,75060,1.0,2502,0,0,1.0,0
47,A4: No Verification Gate,0.4,99.6,60.72,72.57,16074137,804.457,75060,1.0,2502,0,0,1.0,0
47,A4: No Verification Gate,0.5,99.62,52.32,65.73,12739296,637.715,75060,1.0,2502,0,0,1.0,0
47,A4: No Verification Gate,0.6,99.6,50.99,62.96,11891712,595.336,75060,1.0,2502,0,0,1.0,0
47,A4: No Verification Gate,0.7,99.6,41.78,55.1,8864187,443.96,75060,1.0,2502,0,0,1.0,0
47,A4: No Verification Gate,0.8,99.65,38.32,52.01,7765112,389.006,75060,1.0,2502,0,0,1.0,0
48,Full Agentic SLM,0.0,99.71,85.57,96.2,37500900,1875.795,75030,0.9938,2501,0,0,0.9768,58
48,Full Agentic SLM,0.1,99.7,82.69,90.95,31655374,1583.519,75030,0.9938,2501,0,0,0.9768,58
48,Full Agentic SLM,0.2,99.71,76.71,84.85,25035714,1252.536,75030,0.9938,2501,0,0,0.9768,58
48,Full Agentic SLM,0.3,99.72,70.07,78.65,20375830,1019.542,75030,0.9938,2501,0,0,0.9768,58
48,Full Agentic SLM,0.4,99.72,65.29,73.01,17439097,872.705,75030,0.9938,2501,0,0,0.9768,58
48,Full Agentic SLM,0.5,99.7,58.99,67.5,14573510,729.426,75030,0.9938,2501,0,0,0.9768,58
48,Full Agentic SLM,0.6,99.7,52.54,61.91,12135453,607.523,75030,0.9938,2501,0,0,0.9768,58
48,Full Agentic SLM,0.7,99.76,47.62,57.39,10328048,517.153,75030,0.9938,2501,0,0,0.9768,58
48,Full Agentic SLM,0.8,99.72,38.82,50.7,7704099,385.955,75030,0.9938,2501,0,0,0.9768,58
48,A1: No Link Memory,0.0,99.7,86.57,96.62,38368437,1919.172,75030,0.9938,2501,0,0,0.9768,58
48,A1: No Link Memory,0.1,99.72,83.44,91.08,31986435,1600.072,75030,0.9938,2501,0,0,0.9768,58
48,A1: No Link Memory,0.2,99.71,74.1,83.57,23911431,1196.322,75030,0.9938,2501,0,0,0.9768,58
48,A1: No Link Memory,0.3,99.71,68.97,78.05,19986749,1000.088,75030,0.9938,2501,0,0,0.9768,58
48,A1: No Link Memory,0.4,99.68,64.43,73.15,17185130,860.007,75030,0.9938,2501,0,0,0.9768,58
48,A1: No Link Memory,0.5,99.72,57.88,66.44,14133769,707.439,75030,0.9938,2501,0,0,0.9768,58
48,A1: No Link Memory,0.6,99.66,51.74,61.64,11818500,591.675,75030,0.9938,2501,0,0,0.9768,58
48,A1: No Link Memory,0.7,99.69,46.56,56.85,9956039,498.552,75030,0.9938,2501,0,0,0.9768,58
48,A1: No Link Memory,0.8,99.7,37.89,50.02,7515379,376.519,75030,0.9938,2501,0,0,0.9768,58
48,A2: No Compression,0.0,100.0,85.58,95.98,69887914,3494.396,0,1.0,0,0,0,1.0,0
48,A2: No Compression,0.1,100.0,76.54,85.12,50244681,2512.234,0,1.0,0,0,0,1.0,0
48,A2: No Compression,0.2,100.0,66.31,74.59,35469968,1773.498,0,1.0,0,0,0,1.0,0
48,A2: No Compression,0.3,100.0,55.43,65.05,25614555,1280.728,0,1.0,0,0,0,1.0,0
48,A2: No Compression,0.4,100.0,44.99,55.99,18259754,912.988,0,1.0,0,0,0,1.0,0
48,A2: No Compression,0.5,100.0,34.74,46.52,12322893,616.145,0,1.0,0,0,0,1.0,0
48,A2: No Compression,0.6,100.0,22.47,36.54,6954126,347.706,0,1.0,0,0,0,1.0,0
48,A2: No Compression,0.7,100.0,13.61,26.97,3582912,179.146,0,1.0,0,0,0,1.0,0
48,A2: No Compression,0.8,100.0,7.62,18.46,1636888,81.844,0,1.0,0,0,0,1.0,0
48,A3: No Relay Routing,0.0,99.7,86.57,96.62,38368437,1919.172,75030,0.9938,2501,0,0,0.9768,58
48,A3: No Relay Routing,0.1,99.72,83.44,91.08,31986435,1600.072,75030,0.9938,2501,0,0,0.9768,58
48,A3: No Relay Routing,0.2,99.71,74.1,83.57,23911431,1196.322,75030,0.9938,2501,0,0,0.9768,58
48,A3: No Relay Routing,0.3,99.71,68.97,78.05,19986749,1000.088,75030,0.9938,2501,0,0,0.9768,58
48,A3: No Relay Routing,0.4,99.68,64.43,73.15,17185130,860.007,75030,0.9938,2501,0,0,0.9768,58
48,A3: No Relay Routing,0.5,99.72,57.88,66.44,14133769,707.439,75030,0.9938,2501,0,0,0.9768,58
48,A3: No Relay Routing,0.6,99.66,51.74,61.64,11818500,591.675,75030,0.9938,2501,0,0,0.9768,58
48,A3: No Relay Routing,0.7,99.69,46.56,56.85,9956039,498.552,75030,0.9938,2501,0,0,0.9768,58
48,A3: No Relay Routing,0.8,99.7,37.89,50.02,7515379,376.519,75030,0.9938,2501,0,0,0.9768,58
48,A4: No Verification Gate,0.0,99.72,85.58,95.98,38205740,1911.037,75030,1.0,2501,0,0,1.0,0
48,A4: No Verification Gate,0.1,99.73,80.94,89.92,31395906,1570.546,75030,1.0,2501,0,0,1.0,0
48,A4: No Verification Gate,0.2,99.71,78.76,85.88,26483287,1324.915,75030,1.0,2501,0,0,1.0,0
48,A4: No Verification Gate,0.3,99.74,70.29,78.68,21039397,1052.72,75030,1.0,2501,0,0,1.0,0
48,A4: No Verification Gate,0.4,99.71,65.51,73.7,18079019,904.701,75030,1.0,2501,0,0,1.0,0
48,A4: No Verification Gate,0.5,99.68,58.51,67.21,14764975,738.999,75030,1.0,2501,0,0,1.0,0
48,A4: No Verification Gate,0.6,99.71,52.13,61.54,12189665,610.234,75030,1.0,2501,0,0,1.0,0
48,A4: No Verification Gate,0.7,99.7,46.05,56.3,10018243,501.662,75030,1.0,2501,0,0,1.0,0
48,A4: No Verification Gate,0.8,99.69,38.85,50.46,7829579,392.229,75030,1.0,2501,0,0,1.0,0
49,Full Agentic SLM,0.0,99.41,84.26,95.42,34438533,1722.678,75090,0.9936,2503,0,0,0.9756,61
49,Full Agentic SLM,0.1,99.45,82.34,90.31,29653676,1483.435,75090,0.9936,2503,0,0,0.9756,61
49,Full Agentic SLM,0.2,99.41,73.26,83.33,22670773,1134.29,75090,0.9936,2503,0,0,0.9756,61
49,Full Agentic SLM,0.3,99.45,70.79,78.76,20004422,1000.972,75090,0.9936,2503,0,0,0.9756,61
49,Full Agentic SLM,0.4,99.48,62.75,72.53,16229378,812.22,75090,0.9936,2503,0,0,0.9756,61
49,Full Agentic SLM,0.5,99.47,57.8,67.57,13980911,699.796,75090,0.9936,2503,0,0,0.9756,61
49,Full Agentic SLM,0.6,99.4,52.53,62.92,11979627,599.732,75090,0.9936,2503,0,0,0.9756,61
49,Full Agentic SLM,0.7,99.48,44.88,56.2,9361585,468.83,75090,0.9936,2503,0,0,0.9756,61
49,Full Agentic SLM,0.8,99.43,37.34,50.27,7279437,364.723,75090,0.9936,2503,0,0,0.9756,61
49,A1: No Link Memory,0.0,99.43,86.02,96.01,35266012,1764.052,75090,0.9936,2503,0,0,0.9756,61
49,A1: No Link Memory,0.1,99.47,80.35,89.51,28705518,1436.027,75090,0.9936,2503,0,0,0.9756,61
49,A1: No Link Memory,0.2,99.43,76.26,85.0,23936163,1197.559,75090,0.9936,2503,0,0,0.9756,61
49,A1: No Link Memory,0.3,99.46,69.09,78.33,19534999,977.501,75090,0.9936,2503,0,0,0.9756,61
49,A1: No Link Memory,0.4,99.45,62.15,71.71,15956498,798.576,75090,0.9936,2503,0,0,0.9756,61
49,A1: No Link Memory,0.5,99.45,58.26,67.39,13983588,699.93,75090,0.9936,2503,0,0,0.9756,61
49,A1: No Link Memory,0.6,99.45,53.37,63.36,12200395,610.771,75090,0.9936,2503,0,0,0.9756,61
49,A1: No Link Memory,0.7,99.4,42.76,55.29,8949047,448.203,75090,0.9936,2503,0,0,0.9756,61
49,A1: No Link Memory,0.8,99.45,40.81,53.04,8228629,412.182,75090,0.9936,2503,0,0,0.9756,61
49,A2: No Compression,0.0,100.0,85.18,95.34,64977179,3248.859,0,1.0,0,0,0,1.0,0
49,A2: No Compression,0.1,100.0,77.64,85.5,49113769,2455.688,0,1.0,0,0,0,1.0,0
49,A2: No Compression,0.2,100.0,68.0,75.82,35456884,1772.844,0,1.0,0,0,0,1.0,0
49,A2: No Compression,0.3,100.0,56.45,66.58,25754647,1287.732,0,1.0,0,0,0,1.0,0
49,A2: No Compression,0.4,100.0,43.83,55.99,17407693,870.385,0,1.0,0,0,0,1.0,0
49,A2: No Compression,0.5,100.0,31.41,46.14,11084036,554.202,0,1.0,0,0,0,1.0,0
49,A2: No Compression,0.6,100.0,22.82,36.98,7036473,351.824,0,1.0,0,0,0,1.0,0
49,A2: No Compression,0.7,100.0,13.44,27.12,3545029,177.251,0,1.0,0,0,0,1.0,0
49,A2: No Compression,0.8,100.0,7.27,18.13,1531888,76.594,0,1.0,0,0,0,1.0,0
49,A3: No Relay Routing,0.0,99.43,86.02,96.01,35266012,1764.052,75090,0.9936,2503,0,0,0.9756,61
49,A3: No Relay Routing,0.1,99.47,80.35,89.51,28705518,1436.027,75090,0.9936,2503,0,0,0.9756,61
49,A3: No Relay Routing,0.2,99.43,76.26,85.0,23936163,1197.559,75090,0.9936,2503,0,0,0.9756,61
49,A3: No Relay Routing,0.3,99.46,69.09,78.33,19534999,977.501,75090,0.9936,2503,0,0,0.9756,61
49,A3: No Relay Routing,0.4,99.45,62.15,71.71,15956498,798.576,75090,0.9936,2503,0,0,0.9756,61
49,A3: No Relay Routing,0.5,99.45,58.26,67.39,13983588,699.93,75090,0.9936,2503,0,0,0.9756,61
49,A3: No Relay Routing,0.6,99.45,53.37,63.36,12200395,610.771,75090,0.9936,2503,0,0,0.9756,61
49,A3: No Relay Routing,0.7,99.4,42.76,55.29,8949047,448.203,75090,0.9936,2503,0,0,0.9756,61
49,A3: No Relay Routing,0.8,99.45,40.81,53.04,8228629,412.182,75090,0.9936,2503,0,0,0.9756,61
49,A4: No Verification Gate,0.0,99.46,85.18,95.34,35519446,1776.723,75090,1.0,2503,0,0,1.0,0
49,A4: No Verification Gate,0.1,99.44,79.79,89.34,29305852,1466.043,75090,1.0,2503,0,0,1.0,0
49,A4: No Verification Gate,0.2,99.47,74.92,84.07,24084928,1204.997,75090,1.0,2503,0,0,1.0,0
49,A4: No Verification Gate,0.3,99.46,71.41,79.69,20835174,1042.51,75090,1.0,2503,0,0,1.0,0
49,A4: No Verification Gate,0.4,99.44,60.13,71.34,15831840,792.343,75090,1.0,2503,0,0,1.0,0
49,A4: No Verification Gate,0.5,99.43,57.13,67.62,14149585,708.23,75090,1.0,2503,0,0,1.0,0
49,A4: No Verification Gate,0.6,99.46,52.94,62.71,12264451,613.973,75090,1.0,2503,0,0,1.0,0
49,A4: No Verification Gate,0.7,99.42,45.2,56.91,9815520,491.527,75090,1.0,2503,0,0,1.0,0
49,A4: No Verification Gate,0.8,99.52,38.86,51.48,7892766,395.389,75090,1.0,2503,0,0,1.0,0
50,Full Agentic SLM,0.0,99.62,82.16,96.06,32971487,1649.323,74850,0.9936,2495,0,0,0.9752,62
50,Full Agentic SLM,0.1,99.63,76.99,90.0,27500975,1375.797,74850,0.9936,2495,0,0,0.9752,62
50,Full Agentic SLM,0.2,99.62,70.54,84.1,22082129,1104.855,74850,0.9936,2495,0,0,0.9752,62
50,Full Agentic SLM,0.3,99.61,65.18,78.65,18611934,931.345,74850,0.9936,2495,0,0,0.9752,62
50,Full Agentic SLM,0.4,99.62,58.0,72.02,15015288,751.513,74850,0.9936,2495,0,0,0.9752,62
50,Full Agentic SLM,0.5,99.58,56.05,68.72,13810445,691.271,74850,0.9936,2495,0,0,0.9752,62
50,Full Agentic SLM,0.6,99.58,47.35,61.11,10646487,533.073,74850,0.9936,2495,0,0,0.9752,62
50,Full Agentic SLM,0.7,99.65,44.48,57.72,9521001,476.799,74850,0.9936,2495,0,0,0.9752,62
50,Full Agentic SLM,0.8,99.56,36.87,51.56,7344807,367.989,74850,0.9936,2495,0,0,0.9752,62
50,A1: No Link Memory,0.0,99.63,82.57,96.19,33225058,1662.001,74850,0.9936,2495,0,0,0.9752,62
50,A1: No Link Memory,0.1,99.61,75.28,89.35,26663989,1333.948,74850,0.9936,2495,0,0,0.9752,62
50,A1: No Link Memory,0.2,99.61,70.37,84.19,21957884,1098.643,74850,0.9936,2495,0,0,0.9752,62
50,A1: No Link Memory,0.3,99.61,67.58,79.93,19434681,972.483,74850,0.9936,2495,0,0,0.9752,62
50,A1: No Link Memory,0.4,99.57,59.38,72.58,15422474,771.872,74850,0.9936,2495,0,0,0.9752,62
50,A1: No Link Memory,0.5,99.61,55.82,68.1,13637700,682.634,74850,0.9936,2495,0,0,0.9752,62
50,A1: No Link Memory,0.6,99.63,49.04,62.34,11229773,562.237,74850,0.9936,2495,0,0,0.9752,62
50,A1: No Link Memory,0.7,99.59,42.63,56.74,9046824,453.09,74850,0.9936,2495,0,0,0.9752,62
50,A1: No Link Memory,0.8,99.63,37.36,51.54,7505938,376.045,74850,0.9936,2495,0,0,0.9752,62
50,A2: No Compression,0.0,100.0,83.67,96.77,63546731,3177.337,0,1.0,0,0,0,1.0,0
50,A2: No Compression,0.1,100.0,72.45,85.36,45360906,2268.045,0,1.0,0,0,0,1.0,0
50,A2: No Compression,0.2,100.0,62.35,75.16,32632987,1631.649,0,1.0,0,0,0,1.0,0
50,A2: No Compression,0.3,100.0,50.61,64.77,23003234,1150.162,0,1.0,0,0,0,1.0,0
50,A2: No Compression,0.4,100.0,41.53,56.04,16753700,837.685,0,1.0,0,0,0,1.0,0
50,A2: No Compression,0.5,100.0,31.69,46.94,11342424,567.121,0,1.0,0,0,0,1.0,0
50,A2: No Compression,0.6,100.0,22.14,37.29,6847918,342.396,0,1.0,0,0,0,1.0,0
50,A2: No Compression,0.7,100.0,13.23,27.2,3484469,174.223,0,1.0,0,0,0,1.0,0
50,A2: No Compression,0.8,100.0,7.39,18.46,1559505,77.975,0,1.0,0,0,0,1.0,0
50,A3: No Relay Routing,0.0,99.63,82.57,96.19,33225058,1662.001,74850,0.9936,2495,0,0,0.9752,62
50,A3: No Relay Routing,0.1,99.61,75.28,89.35,26663989,1333.948,74850,0.9936,2495,0,0,0.9752,62
50,A3: No Relay Routing,0.2,99.61,70.37,84.19,21957884,1098.643,74850,0.9936,2495,0,0,0.9752,62
50,A3: No Relay Routing,0.3,99.61,67.58,79.93,19434681,972.483,74850,0.9936,2495,0,0,0.9752,62
50,A3: No Relay Routing,0.4,99.57,59.38,72.58,15422474,771.872,74850,0.9936,2495,0,0,0.9752,62
50,A3: No Relay Routing,0.5,99.61,55.82,68.1,13637700,682.634,74850,0.9936,2495,0,0,0.9752,62
50,A3: No Relay Routing,0.6,99.63,49.04,62.34,11229773,562.237,74850,0.9936,2495,0,0,0.9752,62
50,A3: No Relay Routing,0.7,99.59,42.63,56.74,9046824,453.09,74850,0.9936,2495,0,0,0.9752,62
50,A3: No Relay Routing,0.8,99.63,37.36,51.54,7505938,376.045,74850,0.9936,2495,0,0,0.9752,62
50,A4: No Verification Gate,0.0,99.62,83.67,96.77,34743426,1737.92,74850,1.0,2495,0,0,1.0,0
50,A4: No Verification Gate,0.1,99.62,77.94,90.28,28542942,1427.896,74850,1.0,2495,0,0,1.0,0
50,A4: No Verification Gate,0.2,99.64,71.3,84.02,22640580,1132.777,74850,1.0,2495,0,0,1.0,0
50,A4: No Verification Gate,0.3,99.64,66.01,79.49,19411054,971.301,74850,1.0,2495,0,0,1.0,0
50,A4: No Verification Gate,0.4,99.66,59.63,73.19,16099203,805.709,74850,1.0,2495,0,0,1.0,0
50,A4: No Verification Gate,0.5,99.61,54.9,67.81,13716664,686.582,74850,1.0,2495,0,0,1.0,0
50,A4: No Verification Gate,0.6,99.59,48.54,62.22,11286869,565.092,74850,1.0,2495,0,0,1.0,0
50,A4: No Verification Gate,0.7,99.64,43.79,57.31,9610392,481.268,74850,1.0,2495,0,0,1.0,0
50,A4: No Verification Gate,0.8,99.66,37.54,52.07,7703088,385.903,74850,1.0,2495,0,0,1.0,0
51,Full Agentic SLM,0.0,99.54,78.63,96.46,31198684,1560.681,74700,0.9937,2490,0,0,0.9815,46
51,Full Agentic SLM,0.1,99.47,72.63,90.29,25993123,1300.403,74700,0.9937,2490,0,0,0.9815,46
51,Full Agentic SLM,0.2,99.53,65.92,84.69,20939394,1047.717,74700,0.9937,2490,0,0,0.9815,46
51,Full Agentic SLM,0.3,99.52,59.75,78.09,17201421,860.818,74700,0.9937,2490,0,0,0.9815,46
51,Full Agentic SLM,0.4,99.51,54.48,73.05,14694592,735.477,74700,0.9937,2490,0,0,0.9815,46
51,Full Agentic SLM,0.5,99.45,51.69,68.08,12961055,648.8,74700,0.9937,2490,0,0,0.9815,46
51,Full Agentic SLM,0.6,99.49,45.95,62.44,10761601,538.827,74700,0.9937,2490,0,0,0.9815,46
51,Full Agentic SLM,0.7,99.49,39.08,55.92,8467710,424.132,74700,0.9937,2490,0,0,0.9815,46
51,Full Agentic SLM,0.8,99.47,35.63,52.17,7328482,367.171,74700,0.9937,2490,0,0,0.9815,46
51,A1: No Link Memory,0.0,99.48,75.82,95.25,29854517,1493.473,74700,0.9937,2490,0,0,0.9815,46
51,A1: No Link Memory,0.1,99.49,73.58,90.93,26511850,1326.34,74700,0.9937,2490,0,0,0.9815,46
51,A1: No Link Memory,0.2,99.51,64.11,83.37,20111169,1006.305,74700,0.9937,2490,0,0,0.9815,46
51,A1: No Link Memory,0.3,99.54,59.91,78.44,17395848,870.539,74700,0.9937,2490,0,0,0.9815,46
51,A1: No Link Memory,0.4,99.47,54.65,72.49,14522359,726.865,74700,0.9937,2490,0,0,0.9815,46
51,A1: No Link Memory,0.5,99.53,50.27,67.14,12448961,623.195,74700,0.9937,2490,0,0,0.9815,46
51,A1: No Link Memory,0.6,99.5,44.47,61.4,10283820,514.938,74700,0.9937,2490,0,0,0.9815,46
51,A1: No Link Memory,0.7,99.49,41.49,57.82,9123039,456.899,74700,0.9937,2490,0,0,0.9815,46
51,A1: No Link Memory,0.8,99.44,35.52,52.21,7365312,369.013,74700,0.9937,2490,0,0,0.9815,46
51,A2: No Compression,0.0,100.0,76.54,95.9,56441471,2822.074,0,1.0,0,0,0,1.0,0
51,A2: No Compression,0.1,100.0,67.21,84.83,41830733,2091.537,0,1.0,0,0,0,1.0,0
51,A2: No Compression,0.2,100.0,59.13,75.97,31438575,1571.929,0,1.0,0,0,0,1.0,0
51,A2: No Compression,0.3,100.0,49.99,66.1,23278329,1163.916,0,1.0,0,0,0,1.0,0
51,A2: No Compression,0.4,100.0,38.02,54.72,15311913,765.596,0,1.0,0,0,0,1.0,0
51,A2: No Compression,0.5,100.0,29.22,46.0,10542488,527.124,0,1.0,0,0,0,1.0,0
51,A2: No Compression,0.6,100.0,20.32,36.28,6373788,318.689,0,1.0,0,0,0,1.0,0
51,A2: No Compression,0.7,100.0,13.21,27.57,3562354,178.118,0,1.0,0,0,0,1.0,0
51,A2: No Compression,0.8,100.0,7.25,18.42,1542516,77.126,0,1.0,0,0,0,1.0,0
51,A3: No Relay Routing,0.0,99.48,75.82,95.25,29854517,1493.473,74700,0.9937,2490,0,0,0.9815,46
51,A3: No Relay Routing,0.1,99.49,73.58,90.93,26511850,1326.34,74700,0.9937,2490,0,0,0.9815,46
51,A3: No Relay Routing,0.2,99.51,64.11,83.37,20111169,1006.305,74700,0.9937,2490,0,0,0.9815,46
51,A3: No Relay Routing,0.3,99.54,59.91,78.44,17395848,870.539,74700,0.9937,2490,0,0,0.9815,46
51,A3: No Relay Routing,0.4,99.47,54.63,72.49,14530402,727.267,74700,0.9937,2490,0,0,0.9815,46
51,A3: No Relay Routing,0.5,99.53,50.27,67.14,12448961,623.195,74700,0.9937,2490,0,0,0.9815,46
51,A3: No Relay Routing,0.6,99.5,44.47,61.4,10283820,514.938,74700,0.9937,2490,0,0,0.9815,46
51,A3: No Relay Routing,0.7,99.49,41.49,57.82,9123039,456.899,74700,0.9937,2490,0,0,0.9815,46
51,A3: No Relay Routing,0.8,99.44,35.52,52.21,7365312,369.013,74700,0.9937,2490,0,0,0.9815,46
51,A4: No Verification Gate,0.0,99.48,76.54,95.9,30864442,1543.969,74700,1.0,2490,0,0,1.0,0
51,A4: No Verification Gate,0.1,99.49,73.51,90.2,26690154,1335.255,74700,1.0,2490,0,0,1.0,0
51,A4: No Verification Gate,0.2,99.49,67.68,85.77,22079900,1104.742,74700,1.0,2490,0,0,1.0,0
51,A4: No Verification Gate,0.3,99.54,59.61,78.19,17488560,875.175,74700,1.0,2490,0,0,1.0,0
51,A4: No Verification Gate,0.4,99.47,57.52,73.93,15664700,783.982,74700,1.0,2490,0,0,1.0,0
51,A4: No Verification Gate,0.5,99.51,50.73,68.01,12911293,646.312,74700,1.0,2490,0,0,1.0,0
51,A4: No Verification Gate,0.6,99.52,46.36,62.83,11100777,555.786,74700,1.0,2490,0,0,1.0,0
51,A4: No Verification Gate,0.7,99.48,39.93,56.6,8849484,443.221,74700,1.0,2490,0,0,1.0,0
51,A4: No Verification Gate,0.8,99.48,35.25,52.07,7428051,372.15,74700,1.0,2490,0,0,1.0,0
